year,Type,ProdectGroup,producer,volume,CostPerUnit,PricePerUnit, Revenues ,TotalCost,ProfitPercent,SummaryProfits
2018,ConvenienceStores,Fresh salads,Bonduelle,1128,2.11,3.86,"4,354.08","2,380.08",45,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1044,2.17,3.72,"3,883.68","2,265.48",42,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1188,2,3.69,"4,383.72","2,376.00",46,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,864,2.28,3.85,"3,326.40","1,969.92",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,852,2.03,3.86,"3,288.72","1,729.56",47,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1080,2.02,3.59,"3,877.20","2,181.60",44,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,696,2.16,3.78,"2,630.88","1,503.36",43,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1188,2.01,3.89,"4,621.32","2,387.88",48,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,612,2.1,3.53,"2,160.36","1,285.20",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,816,2.35,3.93,"3,206.88","1,917.60",40,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,948,2.22,3.75,"3,555.00","2,104.56",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,672,2.01,3.58,"2,405.76","1,350.72",44,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1056,2.02,3.51,"3,706.56","2,133.12",42,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,828,2.2,3.83,"3,171.24","1,821.60",43,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1032,2.12,3.69,"3,808.08","2,187.84",43,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,732,2.07,3.9,"2,854.80","1,515.24",47,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,828,2.04,3.8,"3,146.40","1,689.12",46,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1116,2.07,3.96,"4,419.36","2,310.12",48,Excellent Profits
2018,ConvenienceStores,Fresh salads,Bonduelle,1032,2.15,3.92,"4,045.44","2,218.80",45,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1632,4,7,"11,424.00","6,528.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1668,4,7,"11,676.00","6,672.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1572,4,7,"11,004.00","6,288.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1692,4,7,"11,844.00","6,768.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1608,4,7,"11,256.00","6,432.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1728,4,7,"12,096.00","6,912.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1572,4,7,"11,004.00","6,288.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1560,4,7,"10,920.00","6,240.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1668,4,7,"11,676.00","6,672.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1584,4,7,"11,088.00","6,336.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1632,4,7,"11,424.00","6,528.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1608,4,7,"11,256.00","6,432.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1656,4,7,"11,592.00","6,624.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1632,4,7,"11,424.00","6,528.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1632,4,7,"11,424.00","6,528.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1560,4,7,"10,920.00","6,240.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1716,4,7,"12,012.00","6,864.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1716,4,7,"12,012.00","6,864.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1548,4,7,"10,836.00","6,192.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1692,4,7,"11,844.00","6,768.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1716,4,7,"12,012.00","6,864.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1668,4,7,"11,676.00","6,672.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1656,4,7,"11,592.00","6,624.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1716,4,7,"12,012.00","6,864.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1788,4,7,"12,516.00","7,152.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1620,4,7,"11,340.00","6,480.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1788,4,7,"12,516.00","7,152.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1668,4,7,"11,676.00","6,672.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1716,4,7,"12,012.00","6,864.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1752,4,7,"12,264.00","7,008.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1524,4,7,"10,668.00","6,096.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1716,4,7,"12,012.00","6,864.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1668,4,7,"11,676.00","6,672.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1524,4,7,"10,668.00","6,096.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1560,4,7,"10,920.00","6,240.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1776,4,7,"12,432.00","7,104.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1512,4,7,"10,584.00","6,048.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1656,4,7,"11,592.00","6,624.00",43,Excellent Profits
2018,ConvenienceStores,Alcohol,North Cascade,1584,4,7,"11,088.00","6,336.00",43,Excellent Profits
2018,ConvenienceStores,Fresh salads,Earthbound,912,2.32,3.89,"3,547.68","2,115.84",40,Excellent Profits
2018,ConvenienceStores,Fresh salads,Earthbound,1056,2.13,3.94,"4,160.64","2,249.28",46,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,720,2.01,3.8,"2,736.00","1,447.20",47,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,900,2.05,3.51,"3,159.00","1,845.00",42,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,924,2.26,3.82,"3,529.68","2,088.24",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,1056,2.08,3.78,"3,991.68","2,196.48",45,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,1188,2.37,3.99,"4,740.12","2,815.56",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,732,2.06,3.81,"2,788.92","1,507.92",46,Excellent Profits
2018,ConvenienceStores,Fresh salads,Greener salads,852,2.04,3.93,"3,348.36","1,738.08",48,Excellent Profits
2018,ConvenienceStores,Coffee,Lavazza,8616,0.51,1.11,"9,563.76","4,394.16",54,Excellent Profits
2018,ConvenienceStores,Homecare products,Garofalo,1152,1.57,3.25,"3,744.00","1,808.64",52,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,612,1.46,3.3,"2,019.60",893.52,56,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1116,1.53,2.62,"2,923.92","1,707.48",42,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,960,1.69,2.86,"2,745.60","1,622.40",41,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,792,1.78,3.36,"2,661.12","1,409.76",47,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,396,1.28,3.33,"1,318.68",506.88,62,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,696,1.39,2.49,"1,733.04",967.44,44,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,408,1.68,3.5,"1,428.00",685.44,52,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,564,1.74,3.11,"1,754.04",981.36,44,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,552,1.42,2.99,"1,650.48",783.84,53,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1152,1.48,3.15,"3,628.80","1,704.96",53,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,612,1.81,3.17,"1,940.04","1,107.72",43,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1044,1.85,3.31,"3,455.64","1,931.40",44,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,360,1.66,3.11,"1,119.60",597.6,47,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,708,1.46,2.56,"1,812.48","1,033.68",43,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,720,1.74,3.33,"2,397.60","1,252.80",48,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,852,1.29,2.43,"2,070.36","1,099.08",47,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1008,1.78,3.39,"3,417.12","1,794.24",47,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1104,1.69,3.37,"3,720.48","1,865.76",50,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,792,1.74,2.95,"2,336.40","1,378.08",41,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1044,1.46,2.6,"2,714.40","1,524.24",44,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1068,1.6,3.42,"3,652.56","1,708.80",53,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,1176,2.03,3.48,"4,092.48","2,387.28",42,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,972,1.38,2.38,"2,313.36","1,341.36",42,Excellent Profits
2018,ConvenienceStores,Homecare products,J&J,780,1.35,3.46,"2,698.80","1,053.00",61,Excellent Profits
2018,ConvenienceStores,Coffee,H&I,5928,0.44,0.95,"5,631.60","2,608.32",54,Excellent Profits
2018,ConvenienceStores,Coffee,H&I,8232,0.52,0.93,"7,655.76","4,280.64",44,Excellent Profits
2018,ConvenienceStores,Coffee,H&I,8124,0.48,1.05,"8,530.20","3,899.52",54,Excellent Profits
2018,ConvenienceStores,Homecare products,Unilever,684,1.26,3.24,"2,216.16",861.84,61,Excellent Profits
2018,ConvenienceStores,Ice cream,M&M,2544,2.31,3.98,"10,125.12","5,876.64",42,Excellent Profits
2018,ConvenienceStores,Ice cream,Gelati italiani,1944,2.34,3.91,"7,601.04","4,548.96",40,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,432,3.59,6.15,"2,656.80","1,550.88",42,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,372,3.37,6.37,"2,369.64","1,253.64",47,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,372,3.52,6.5,"2,418.00","1,309.44",46,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,456,3.07,6.99,"3,187.44","1,399.92",56,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,492,3.36,5.66,"2,784.72","1,653.12",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,480,3.56,6.74,"3,235.20","1,708.80",47,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,420,3.04,6.89,"2,893.80","1,276.80",56,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,432,3.5,6.29,"2,717.28","1,512.00",44,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,360,3.02,6.46,"2,325.60","1,087.20",53,Excellent Profits
2018,ConvenienceStores,Delicatessen,Bavarian specialties,420,3.37,6.77,"2,843.40","1,415.40",50,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,420,3.84,6.5,"2,730.00","1,612.80",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,432,3.11,5.3,"2,289.60","1,343.52",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,492,3.43,6.38,"3,138.96","1,687.56",46,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,492,3.12,6.03,"2,966.76","1,535.04",48,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,528,3.37,6.77,"3,574.56","1,779.36",50,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,504,3.53,6.83,"3,442.32","1,779.12",48,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,528,3.12,5.55,"2,930.40","1,647.36",44,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,516,3.34,5.6,"2,889.60","1,723.44",40,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,360,3.46,6.55,"2,358.00","1,245.60",47,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,360,3.45,6.34,"2,282.40","1,242.00",46,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,480,3.26,5.58,"2,678.40","1,564.80",42,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,504,3.62,6.92,"3,487.68","1,824.48",48,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,516,3.36,6.5,"3,354.00","1,733.76",48,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,444,3.29,7,"3,108.00","1,460.76",53,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,468,3.33,6.95,"3,252.60","1,558.44",52,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,456,3.36,6.67,"3,041.52","1,532.16",50,Excellent Profits
2018,ConvenienceStores,Delicatessen,The food world,504,3.12,5.91,"2,978.64","1,572.48",47,Excellent Profits
2018,ConvenienceStores,Ice cream,Delta,2148,2.32,3.93,"8,441.64","4,983.36",41,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,9108,0.52,1.02,"9,290.16","4,736.16",49,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,6228,0.52,1.1,"6,850.80","3,238.56",53,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,7188,0.52,0.96,"6,900.48","3,737.76",46,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,7608,0.51,1.19,"9,053.52","3,880.08",57,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,7992,0.51,1.02,"8,151.84","4,075.92",50,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,8916,0.52,1.12,"9,985.92","4,636.32",54,Excellent Profits
2018,ConvenienceStores,Coffee,Kimbo,5232,0.46,1.12,"5,859.84","2,406.72",59,Excellent Profits
2018,ConvenienceStores,Sweets,Chocowaff,900,1.1,1.84,"1,656.00",990,40,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',9240,0.53,1.18,"10,903.20","4,897.20",55,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',5148,0.44,1.03,"5,302.44","2,265.12",57,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',5784,0.6,1.13,"6,535.92","3,470.40",47,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',7944,0.62,1.05,"8,341.20","4,925.28",41,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',8532,0.54,1.09,"9,299.88","4,607.28",50,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',7296,0.61,1.04,"7,587.84","4,450.56",41,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',7824,0.63,1.16,"9,075.84","4,929.12",46,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',7908,0.47,0.9,"7,117.20","3,716.76",48,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',5280,0.59,1.09,"5,755.20","3,115.20",46,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',7284,0.52,1.07,"7,793.88","3,787.68",51,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',5460,0.5,0.92,"5,023.20","2,730.00",46,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',8748,0.68,1.14,"9,972.72","5,948.64",40,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',9096,0.47,1.17,"10,642.32","4,275.12",60,Excellent Profits
2018,ConvenienceStores,Coffee,Pausa Caffe',6912,0.46,1.17,"8,087.04","3,179.52",61,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,7308,0.44,0.93,"6,796.44","3,215.52",53,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,8088,0.58,0.97,"7,845.36","4,691.04",40,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,6528,0.43,1.15,"7,507.20","2,807.04",63,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,6756,0.56,1.11,"7,499.16","3,783.36",50,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,9360,0.62,1.09,"10,202.40","5,803.20",43,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,9024,0.44,0.93,"8,392.32","3,970.56",53,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,7260,0.67,1.19,"8,639.40","4,864.20",44,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,5412,0.54,0.95,"5,141.40","2,922.48",43,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,9600,0.59,1.13,"10,848.00","5,664.00",48,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,7284,0.5,1,"7,284.00","3,642.00",50,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,7704,0.54,1.14,"8,782.56","4,160.16",53,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,5076,0.6,1.2,"6,091.20","3,045.60",50,Excellent Profits
2018,ConvenienceStores,Coffee,Caffe Italiano,7560,0.45,1.16,"8,769.60","3,402.00",61,Excellent Profits
2018,ConvenienceStores,Sweets,Dole,672,1.12,1.88,"1,263.36",752.64,40,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,504,3.78,7,"3,528.00","1,905.12",46,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,396,3.04,5.65,"2,237.40","1,203.84",46,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,540,3.91,6.7,"3,618.00","2,111.40",42,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,480,3.24,6.42,"3,081.60","1,555.20",50,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,516,3.73,6.7,"3,457.20","1,924.68",44,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,540,3.28,5.66,"3,056.40","1,771.20",42,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,504,3.76,6.62,"3,336.48","1,895.04",43,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,504,3.44,5.85,"2,948.40","1,733.76",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,540,3.17,6.95,"3,753.00","1,711.80",54,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,396,3.28,5.78,"2,288.88","1,298.88",43,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,456,3.12,6.48,"2,954.88","1,422.72",52,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,372,4.08,6.86,"2,551.92","1,517.76",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,492,3.41,5.88,"2,892.96","1,677.72",42,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,468,3.62,6.71,"3,140.28","1,694.16",46,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,372,3.48,5.91,"2,198.52","1,294.56",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,516,3.52,6.24,"3,219.84","1,816.32",44,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,384,3.68,6.57,"2,522.88","1,413.12",44,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,504,3.18,6.55,"3,301.20","1,602.72",51,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,480,3.04,5.76,"2,764.80","1,459.20",47,Excellent Profits
2018,ConvenienceStores,Delicatessen,St.Dalfour,372,3.39,6.68,"2,484.96","1,261.08",49,Excellent Profits
2018,ConvenienceStores,Homecare products,P&G,744,1.68,3.42,"2,544.48","1,249.92",51,Excellent Profits
2018,ConvenienceStores,Fresh salads,KBG,936,2.01,3.37,"3,154.32","1,881.36",40,Excellent Profits
2018,ConvenienceStores,Fresh salads,KBG,1008,2.14,3.8,"3,830.40","2,157.12",44,Excellent Profits
2018,ConvenienceStores,Fresh salads,C&C vegetables,996,2.04,3.45,"3,436.20","2,031.84",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,C&C vegetables,876,2.17,3.8,"3,328.80","1,900.92",43,Excellent Profits
2018,ConvenienceStores,Fresh salads,C&C vegetables,852,2.04,3.53,"3,007.56","1,738.08",42,Excellent Profits
2018,ConvenienceStores,Sweets,Buonissimi,588,1.13,1.89,"1,111.32",664.44,40,Excellent Profits
2018,Hypermarkets,Cheese products,Lactalis,552,2.12,3.74,"2,064.48","1,170.24",43,Excellent Profits
2018,Hypermarkets,Cheese products,Lactalis,564,2.04,3.66,"2,064.24","1,150.56",44,Excellent Profits
2018,Hypermarkets,Cheese products,Lactalis,480,2.01,3.64,"1,747.20",964.8,45,Excellent Profits
2018,Hypermarkets,Cheese products,Lactalis,516,2,3.67,"1,893.72","1,032.00",46,Excellent Profits
2018,Hypermarkets,Cheese products,Lactalis,276,2,3.78,"1,043.28",552,47,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1320,0.6,1.17,"1,544.40",792,49,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1404,0.67,1.12,"1,572.48",940.68,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1596,0.69,1.17,"1,867.32","1,101.24",41,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1452,0.65,1.19,"1,727.88",943.8,45,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1200,0.62,1.04,"1,248.00",744,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1344,0.62,1.04,"1,397.76",833.28,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1512,0.62,1.14,"1,723.68",937.44,46,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1428,0.61,1.06,"1,513.68",871.08,42,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1344,0.7,1.2,"1,612.80",940.8,42,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1464,0.61,1.18,"1,727.52",893.04,48,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1572,0.66,1.17,"1,839.24","1,037.52",44,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1404,0.62,1.19,"1,670.76",870.48,48,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1320,0.61,1.07,"1,412.40",805.2,43,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1296,0.63,1.18,"1,529.28",816.48,47,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1248,0.7,1.18,"1,472.64",873.6,41,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,1308,0.62,1.04,"1,360.32",810.96,40,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,1284,0.61,1.16,"1,489.44",783.24,47,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,1332,0.62,1.07,"1,425.24",825.84,42,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,1656,0.61,1.19,"1,970.64","1,010.16",49,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,1668,0.69,1.17,"1,951.56","1,150.92",41,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,1560,0.67,1.12,"1,747.20","1,045.20",40,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,1392,0.69,1.19,"1,656.48",960.48,42,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,1320,0.6,1.17,"1,544.40",792,49,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,1632,0.63,1.13,"1,844.16","1,028.16",44,Excellent Profits
2018,Supermarkets,Vegetables,Corosina,1392,0.63,1.18,"1,642.56",876.96,47,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1524,0.6,1.16,"1,767.84",914.4,48,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1368,0.67,1.14,"1,559.52",916.56,41,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1212,0.67,1.14,"1,381.68",812.04,41,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1344,0.69,1.18,"1,585.92",927.36,42,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1620,0.64,1.15,"1,863.00","1,036.80",44,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1416,0.61,1.18,"1,670.88",863.76,48,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1392,0.6,1.11,"1,545.12",835.2,46,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1248,0.68,1.16,"1,447.68",848.64,41,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,1320,0.62,1.18,"1,557.60",818.4,47,Excellent Profits
2018,ConvenienceStores,Delicatessen,Aqua,384,3.58,6.31,"2,423.04","1,374.72",43,Excellent Profits
2018,ConvenienceStores,Delicatessen,Aqua,444,3.38,5.74,"2,548.56","1,500.72",41,Excellent Profits
2018,ConvenienceStores,Delicatessen,Aqua,492,3.26,5.88,"2,892.96","1,603.92",45,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,900,2.24,3.85,"3,465.00","2,016.00",42,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,816,2.27,3.88,"3,166.08","1,852.32",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,828,2.03,3.52,"2,914.56","1,680.84",42,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,840,2.05,3.73,"3,133.20","1,722.00",45,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,696,2.26,3.86,"2,686.56","1,572.96",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,768,2.06,3.5,"2,688.00","1,582.08",41,Excellent Profits
2018,ConvenienceStores,Fresh salads,Cibo italiano,912,2.1,3.99,"3,638.88","1,915.20",47,Excellent Profits
